,text,text_final
9502,"['thank', 'you', 'gustavo', '@', 'weareunited', 'in', 'north', 'houston', 'for', 'help', '.', 'delays', 'at', '@', 'fly2ohare', '(', 'shocker', '!', ')', 'i', 'would', ""'ve"", 'missed', 'my', 'original', 'flight', 'to', '@', 'flysfo', '.']","['thank', 'gustavo', 'delay', 'shocker', 'would', 'original']"
9503,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9504,"['anyone', 'stuck', 'at', '@', 'flysfo', 'want', 'to', 'get', 'a', 'drink', 'or', '6', '?', 'first', 'round', 'on', 'me']","['anyone', 'drink', 'first']"
9505,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9506,"['here', ""'s"", 'to', 'a', 'safe', 'flight', '!', 'xoxo']",[]
9507,"['#', 'pre', 'and', '@', 'clear']",[]
9508,"['thank', 'you', 'to', 'everyone', 'at', '@', 'flysfo', 'that', 'let', 'me', 'cut', 'in', 'line', 'to', 'make', 'it', 'on', 'my', 'flight', '!', 'uber', 'to', 'plane', 'in', '10', 'minutes', '.', '#', 'itsamiracle']","['thank', 'everyone', 'line', 'uber', 'minute', 'itsamiracle']"
9509,"['home', 'from', 'vacation', '!', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9510,"['that', 'sucks']",[]
9511,['ya'],[]
9512,"['going', 'backwards']",['backwards']
9513,"['dang', 'it', 'bp', 'get', 'your', 'oil', 'together', '.']","['bp', 'oil', 'together']"
9514,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9515,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9516,"['can', 'always', 'count', 'on', 'certain', 'things']","['always', 'certain']"
9517,"['super', 'early', 'to', 'the', 'airport']",['super']
9518,"['and', 'gotts', 'is', 'now', 'open', 'at', '@', 'flysfo', '#', 'travelskills']","['gotts', 'open']"
9519,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9520,"['definitely', 'worth', 'it', '-', 'helsinki', 'is', 'incredible', '.', 'should', 'make', 'for', 'a', 'great', 'trip', '*', '-', ')', '-', '#', 'travelskills']","['incredible', 'great']"
9521,"['@', 'gogo', 'a3', '@', 'finnair', 'is', 'now', 'flying', 'non-stop', 'sfo-helsinki', '.', 'would', 'love', 'to', 'give', 'that', 'a', 'try', '!', '#', 'travelskills', '@', 'flysfo', 'pic.twitter.com/22uwk6geo9']","['gogo', 'would', 'love', 'give']"
9522,"['multiple', '@', 'sfbart', 'ticket', 'machine', '#', 'fail', '@', 'flysfo', 'station', '.', 'in', 'the', 'middle', 'of', '#', 'siliconvalley', 'no', 'less', '.', 'get', 'it', 'together', '!', '#', 'bart']","['sfbart', 'station', 'le', 'together', 'bart']"
9523,['thanks'],['thanks']
9524,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9525,"['@', 'cjmcginnis', 'this', 'was', 'a', 'side-by-side', 'landing', 'at', '@', 'flysfo', 'when', 'coming', 'home', 'on', 'wednesday', '.', 'two', '@', 'delta', 'planes', '.', 'was', 'cool', 'to', 'watch', '.', 'pic.twitter.com/ssgupehsxe', '–', 'bei', 'san', 'francisco', 'international', 'airport', '(', 'sfo', ')']",['two']
9526,"['japan', 'maybe', 'tokyo', 'sea', 'disney', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['disney']
9527,"['wheels', 'up', 'for', 'lihue']",['lihue']
9528,"['just', 'boarded', 'my', '@', 'united', 'flight', 'at', '@', 'flysfo', '.', 'bye-bye', '#', 'sanfrancisco', '.', '@', 'comic_con', '#', 'sandiego', 'here', 'i', 'come', '!', '!', '!', '#', 'sdcc', '#', 'mecca', '#', 'vacation', '#', 'wonderwoman']","['sandiego', 'sdcc', 'mecca', 'wonderwoman']"
9529,"['home', 't', 'minus', '13', 'hours', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['hour']
9530,"['going', 'home', '!', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9531,"['only', '26', 'feet', 'from', 'the', 'worst', '#', 'aviation', '#', 'catastrophe', 'ever', '!', '@', 'aircanada', 'incident', '@', 'flysfo', 'even', 'worse', 'than', 'first', 'reported', 'http', ':', '//www.mercurynews.com/2017/07/17/ntsb-air-canada-pilot-actually-flew-over-plane-before-aborting-landing/', '…']","['bad', 'ever', 'even', 'bad', 'first']"
9532,"['happening', 'right', 'now', '@', 'flysfo', 'this', 'guy', 'is', 'so', 'obnoxious']",['obnoxious']
9533,"['#', 'travelalert', ':', 'only', 'one', 'departure', 'delayed', 'at', '@', 'bradley_airport', 'this', 'a.m.', '--', '>', '8:25am', 'to', '#', 'westpalmbeach', '&', '7:08am', 'arrival', 'from', '@', 'flysfo', '.', '#', 'wfsbpic.twitter.com/jaalo6ogtw']","['one', 'departure', 'delay', 'westpalmbeach', 'arrival']"
9534,"['only', '26', 'feet', 'from', 'the', 'worst', '#', 'aviation', '#', 'catastrophe', 'ever', '!', '@', 'aircanada', 'incident', '@', 'flysfo', 'even', 'worse', 'than', 'first', 'reported', 'http', ':', '//www.mercurynews.com/2017/07/17/ntsb-air-canada-pilot-actually-flew-over-plane-before-aborting-landing/', '…']","['bad', 'ever', 'even', 'bad', 'first']"
9535,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9536,"['these', 'flights', 'from', 'cali', 'ai', ""n't"", 'no', 'joke', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9537,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9538,"['heading', 'to', 'see', 'kim', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['see']
9539,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9540,"['over', '24', 'hours', 'of', 'traveling', '.', 'grumpy', '.', '2hrs', 'of', 'sleep', 'max', '.', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', ')', 'https', ':', '//www.swarmapp.com/c/e1b1bn2qicq']","['hour', 'grumpy']"
9541,"['eating', 'a', 'cronut', 'on', 'the', 'plane', 'waiting', 'to', 'flyyyy', '@', 'flysfo']","['eat', 'cronut', 'wait', 'flyyyy']"
9542,"['i', 'really', 'should', ""'ve"", 'gone', 'to', 'the', 'mission', 'before', '.', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', ')', 'https', ':', '//www.swarmapp.com/c/lwstrej5j7l']",['mission']
9543,"['off', 'to', 'the', 'family', 'cabin', '!', '!', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9544,"['when', 'one', 'airbus', 'leaves']","['one', 'leave']"
9545,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9546,"['parking', 'was', 'like']",['parking']
9547,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9548,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9549,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9550,"['sfo', '-', 'but', 'heading', 'to', 'las', 'tonight', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9551,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9552,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9553,"['looks', 'like', 'the', '$', '20', 'sf-orlando', 'fares', 'are', 'gone']",['fare']
9554,"['for', 'individual', 'screens']",['screen']
9555,"['for', 'the', 'live', 'samples', 'on', 'our', 'website']","['sample', 'website']"
9556,"['how', 'is', 'the', 'current', 'layout', 'of', 'a', '#', 'transitscreen', 'determined', '?', 'seattle', ""'s"", 'does', ""n't"", 'show', 'drive', 'time', 'to', '@', 'seatacairport', 'but', 'sf', ""'s"", 'screen', 'has', '@', 'flysfo', 'pic.twitter.com/nlqnm3asyf']","['layout', 'transitscreen', 'determine', 'show', 'time', 'screen']"
9557,"['#', 'tbt', 'the', 'first', 'graded', 'airstrip', 'was', '4']","['first', 'grade', 'airstrip']"
9558,"['united', 'flight', '210', 'to', 'monterey', 'is', 'departing', 'from', 'gate', '2', '...', 'retro', '@', 'flysfo', ':', 'http', ':', '//sfomuseum.tumblr.com/post/163220021816/do-you-remember-this-terminal-at-sfo-retro', '…', 'via', '@', 'sfomuseum']","['monterey', 'gate', 'retro', 'via', 'sfomuseum']"
9559,"['barting', 'around', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']","['barting', 'around']"
9560,"['i', 'love', '#', 'flysfo', 'for', 'the', 'cool', 'art', 'installations']","['love', 'art']"
9561,"['always', 'amazed', 'at', 'efficiency', 'of', '@', 'united', 'baggage', 'handling', 'at', '@', 'flysfo', '-', 'was', 'at', 'front', 'of', 'plane', '-', 'bags', 'already', 'delivered', 'by', 'time', 'i', 'reached', 'claim']","['always', 'efficiency', 'baggage', 'handling', 'front', 'bag', 'already', 'deliver', 'time', 'reach', 'claim']"
9562,"['american', 'airlines', '#', 'aa270', 'sfo-ord', 'is', 'returning', 'to', '@', 'flysfo', '|', '737-800', 'n337pj', '|', 'follow', 'on', '@', 'flightradar24', '-', 'https', ':', '//fr24.com/aal270/e2a58bb', 'pic.twitter.com/gccioh3luq']",[]
9563,"['@', 'flysfo', 'working', 'at', 'sfo', 'is', 'the', 'best', '..', '#', 'operating', 'engineerspic.twitter.com/1psjijerpq']",['best']
9564,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9565,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9566,"['a', 'beautiful', 'morning', 'in', '#', 'sanfrancisco', '@', 'flysfo', 'pic.twitter.com/n0wiupcwhn']",['beautiful']
9567,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9568,"['heading', 'home', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9569,"['shockingly', 'close', 'call', 'of', '@', 'aircanada', '@', 'flysfo']","['shockingly', 'close', 'call']"
9570,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9571,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9572,"['for', 'the', 'record', 'the', 'door', 'did', ""n't"", 'open', 'until', '9:36pm', 'at', 'gate', '61.', 'broken', 'jetbridge', 'saga', '@', 'flysfo', '@', 'united', 'took', 'almost', '1hr', 'to', 'figure', 'out', '...', 'pic.twitter.com/kcckg2d4id']","['open', 'gate', 'broken', 'saga', 'take', 'almost']"
9573,"['landed', '40', 'minutes', 'early', 'now', 'totally', 'gone', '.', 'we', ""'re"", 'in', 'delay', 'time', 'now', 'thanks', 'to', 'a', 'dysfunctional', '@', 'flysfo', '@', 'united', 'jetbridge', '.', 'just', 'marvelous', '.']","['minute', 'delay', 'time', 'thank', 'dysfunctional', 'marvelous']"
9574,"['so', 'we', 'land', '40', 'minutes', 'early', 'then', 'get', 'done', 'in', 'by', 'a', 'broken', 'jetbridge', 'at', '@', 'flysfo', 't-3e', '.', '30', 'minutes', 'wiped', 'away', 'just', 'like', 'that', '.']","['minute', 'do', 'broken', 'minute', 'wipe']"
9575,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9576,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9577,"['hello', 'again']",[]
9578,"['sorry', 'about', 'that']",[]
9579,"['home', '.', 'yay', '.', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9580,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9581,"['catching', '@', 'sfbart', 'from', '@', 'flysfo', 'to', 'downtown', 'oakland', '.', 'pic.twitter.com/kywp6ty5zt']",['sfbart']
9582,['peru'],['peru']
9583,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9584,"['and', 'after', 'more', 'than', '30', 'minutes', 'on', 'the', 'runway', '@', 'united', '@', 'flysfo', 'we', 'still', 'have', 'not', 'made', 'it', 'to', 'the', 'gate', '.', 'epic', 'fail', 'today', '.', 'https', ':', '//twitter.com/gezbrady/status/887826060057821184', '…']","['minute', 'still', 'gate', 'epic']"
9585,"['did', 'you', 'know', 'this', 'airport', 'has', 'a', 'room', 'for', '#', 'yoga', '?', 'check', 'out', 'all', 'of', 'the', 'perks', 'of', '@', 'flysfo', '!', 'http', ':', '//ow.ly/e8yx30dl97z', 'pic.twitter.com/g6oxbzqqxy']","['room', 'yoga', 'check']"
9586,"['amazing', '@', 'united', '-', 'land', 'at', '@', 'flysfo', 'just', 'about', 'on', 'time', 'from', 'den', 'and', 'have', 'now', 'sat', 'on', 'the', 'sfo', 'runway', 'for', '20', 'minutes', 'because', 'there', 'are', 'no', 'gates', '.']","['time', 'minute', 'gate']"
9587,"['phew', '!', 'no', 'more', 'airplanes', 'for', '4', 'weeks', '.', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['phew']
9588,"['just', 'a', 'drop', 'off', ';', 'not', 'going', 'anywhere', 'today', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']","['drop', 'anywhere']"
9589,"['ta-ta', 'for', 'now', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9590,"['a', 'close', 'call', 'at', 'sfo', '...', '@', 'planesonthenet', '@', 'civmilair', '@', 'avgeekretweeter', '@', 'sagarpathak', '@', 'flysfo', '@', 'planespotter3', 'https', ':', '//www.facebook.com/mercurynews/videos/10156379090881337/', '…pic.twitter.com/v2o4odtyhc']","['close', 'call', 'planesonthenet', 'civmilair', 'avgeekretweeter', 'sagarpathak']"
9591,"['flower', 'power', 'airport', 'art', 'at', '@', 'flysfo', '.', '#', 'sanfrancisco', '@', 'sfgov', '@', 'visitcapic.twitter.com/wzw3dcx0lc']","['flower', 'art']"
9592,"['to', 'jackson', 'hole']","['jackson', 'hole']"
9593,"['the', '#', 'sfo', '#', 'wagbrigade', 'loves', 'the', 'kids', '!', '#', 'woofpic.twitter.com/7qlxcns4me']",['love']
9594,"['excuse', 'me', 'while', 'i', 'kiss', 'the', 'sky', '...', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']","['excuse', 'kiss']"
9595,"['i', 'intend', 'to', '!', 'xx']",['intend']
9596,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9597,"['no', 'problem', '!', 'we', 'hope', 'you', 'enjoy', 'your', 'stay', 'and', 'have', 'the', 'best', 'time', 'in', 'san', 'fran', '!']","['enjoy', 'stay', 'best', 'time']"
9598,"['loading', 'our', 'truck', 'with', '#', 'healthyfood', 'donations', 'from', '@', 'flysfo', 'vendors', '!', 'our', 'homeless', '&', 'low-income', '#', 'tenderloin', 'guests', 'appreciate', 'the', 'support.pic.twitter.com/uzffjexxj5']","['healthyfood', 'donation', 'vendor', 'homeless', 'tenderloin', 'guest', 'appreciate']"
9599,"['so', 'excited', 'to', 'be', 'a', 'part', 'of', 'sfo', 'unites', 'against', 'hunger', '!', '@', 'flysfo', '#', 'sfopic.twitter.com/o01sppquly', '–', 'bei', 'san', 'francisco', 'international', 'airport', '(', 'sfo', ')']","['part', 'unites', 'hunger']"
9600,"['we', '’', 're', 'so', 'excited', 'for', 'the', 'launch', 'of', '‘', 'sfo', 'unites', 'against', 'hunger.', '’', 'these', '#', 'food', 'donations', 'will', 'help', 'our', 'guests', 'in', 'need', '.', '@', 'doloresgould', '@', 'flysfo', 'https', ':', '//twitter.com/flysfo/status/887736811396538368', '…']","['unites', 'food', 'donation', 'guest', 'doloresgould']"
9601,"['grew', 'up', 'in', 'kagoshima', '.', 'it', '’', 's', 'home', 'to', 'me', '.', 'wish', 'i', 'could', 'live', 'there', 'again', '.']","['kagoshima', 'could']"
9602,"['great', 'to', 'have', 'these', 'options', 'for', '@', 'staralliance', 'travelers']","['great', 'option']"
9603,"['mechanical', 'issue', 'forces', 'return', 'of', 'a', '@', 'flysfo', 'to', '@', 'dulles_airport', 'flight', 'http', ':', '//cbsloc.al/2uaz9rm']",[]
9604,"['mechanical', 'issue', 'forces', 'return', 'of', 'a', '@', 'flysfo', 'to', '@', 'dulles_airport', 'flight', 'http', ':', '//cbsloc.al/2uaz9rm']",[]
9605,"['maiu', 'and', 'big', 'island']",['maiu']
9606,"['saint', 'marten', '(', 'sxm', ')', 'and', 'spend', 'forever', 'planespotting', 'at', 'maho', 'beach', '.']","['saint', 'marten', 'sxm', 'spend', 'maho']"
9607,"['all', 'over', 'the', 'world', 'and', 'do', 'everything', 'i', 'could', '.']","['everything', 'could']"
9608,"['if', 'i', 'had', 'unlimited', 'time', 'and', 'money']","['unlimited', 'time', 'money']"
9609,"['@', 'jfk_intairport', '@', 'flysfo', 'and', '@', 'bostonlogan', 'suffer', 'the', 'worst', 'summertime', '#', 'airportdelays', 'http', ':', '//hubs.ly/h086q3x0', 'by', '@', 'cnbc']","['suffer', 'bad', 'summertime', 'airportdelays', 'cnbc']"
9610,"['alarming', 'new', 'info', 'how', 'close', '@', 'aircanada', 'was', 'to', 'historic', 'crash', '@', 'flysfo', 'on', 'july', '7.', 'http', ':', '//bayareane.ws/2uviryn', 'pic.twitter.com/yzagbvpfyi']","['info', 'close', 'historic']"
9611,"['#', 'ua408', 'landed', 'back', 'at', '@', 'flysfo', '.', 'according', 'to', '@', 'united', 'undergoing', '``', 'aircraft', 'maintenance', ""''"", 'and', 'will', 'depart', 'again', 'in', '<', '1', 'hour.https', ':', '//twitter.com/w7voa/status/887694683270373377', '…']","['back', 'undergoing', 'maintenance']"
9612,"['after', 'squawking', '7700']",['squawk']
9613,"['any', 'idea', 'what', 'it', 'is', '?']",[]
9614,"['united', 'airlines', '#', 'ua408', 'sfo-iad', 'is', 'squawking', '7700', '(', 'emergency', ')', 'and', 'returning', 'to', '@', 'flysfo', '.', 'follow', 'on', '@', 'flightradar24', '-https', ':', '//twitter.com/flightradar24/status/887693983421521920', '…']",['squawk']
9615,"['@', 'united', 'flight', '408', 'to', '@', 'dulles_airport', 'is', 'returning', 'back', 'to', '@', 'flysfo', 'due', 'to', 'emergency', '.', 'thanks', 'to', '@', 'flightradar24pic.twitter.com/gnlhrewjkb']","['back', 'due', 'thanks']"
9616,"[""'11"", 'seconds2impact', ""'"", ':', 'expert', 'calculates', '@', 'aircanada', 'how', 'close', '@', 'flysfo', 'near-miss', 'was2disaster', 'http', ':', '//www.mercurynews.com/2017/07/12/11-seconds-to-impact-expert-calculates-just-how-close-air-canada-plane-at-sfo-was-to-disaster/', '…', 'via', '@', 'mercnews']","['calculate', 'close', 'via']"
9617,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9618,"['definitely', '#', 'angelswork', 'exclusive', 'animation', 'reenacts', '@', 'aircanada', '#', 'near-disaster', 'at', '@', 'flysfo', 'http', ':', '//www.mercurynews.com/2017/07/18/watch-exclusive-animation-shows-air-canada-planes-sfo-near-miss/', '…', 'via', '@', 'mercnews']","['angelswork', 'exclusive', 'animation', 'reenacts', 'via']"
9619,"['washington', 'dc', 'for', '3', 'days', '...', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9620,"['back', 'to', 'reality', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['back']
9621,"['as', 'seen', 'at', '@', 'flysfo', '.', 'early', 'dispatch', 'tech', '.', 'we', 'have', 'come', 'a', 'long', 'way', '.', '@', 'airlinedispatchpic.twitter.com/2uvoviz1xv']","['see', 'dispatch']"
9622,"['oh', 'thanks', 'i', 'will', 'get', 'to', 'it', '!']",['thanks']
9623,"['security', 'at', '@', 'flysfo', 'was', 'oddly', 'relaxed', 'this', 'am', ';', 'no', 'trays']","['security', 'oddly', 'relaxed', 'tray']"
9624,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9625,"['also', 'file', 'a', 'complaint', 'here', 'as', 'covenant', 'does', 'the', 'actual', 'screening', 'at', 'sfo', ':', 'customerservice', '@', 'covenantsecurity.com', 'forgot', 'to', 'add', 'yesterday']","['also', 'covenant', 'screening', 'customerservice']"
9626,"['@', 'flysfo', 'any', 'time', 'you', 'want', 'to', 'open', 'our', 'plane', 'door', '?', 'ua1579']","['time', 'open']"
9627,"['seems', 'we', 'will', 'have', 'smooth', 'sailing', 'from', '@', 'flysfo', 'to', '@', 'goingplacescle', 'on', '@', 'united', '...', 'no', 'upgrade', 'but', 'i', 'wo', ""n't"", 'have', 'a', 'problem', '.', 'kali', 'night', '.']","['seem', 'sail', 'goingplacescle', 'kali']"
9628,"['this', 'was', 'almost', 'a', 'major', 'disaster', '@', 'flysfo', '.', 'https', ':', '//twitter.com/borensteindan/status/887321160362336256', '…']","['almost', 'major']"
9629,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9630,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9631,"['in', '@', 'uber', 'heading', 'to', '@', 'flysfo']",['uber']
9632,"['@', 'flysfo', 'have', 'seen', 'very', 'friendly', 'people']","['see', 'friendly', 'people']"
9633,"['thanks', 'i', 'will', '!']",['thanks']
9634,"['enjoying', '@', 'seghesio', 'old', 'vine', 'zinfandel', '@', 'americanexpress', '#', 'centurion', '@', 'flysfo', '#', 'travel', '#', 'winepic.twitter.com/gbguquakv5']","['enjoy', 'seghesio', 'vine', 'zinfandel']"
9635,"['long', 'beach', 'needs', '#', 'united', '#', 'lgb', '@', 'lbairport']",['lbairport']
9636,"['might', 'explain', 'why', 'they', 'almost', 'put', 'down', 'on', 'the', 'taxiway', 'in', '@', 'flysfo', '@', 'aircanada']","['might', 'almost', 'put']"
9637,"['#', 'watch', 'exclusive', '#', 'annimation', 'reenacts', '@', 'aircanada', '#', 'planes', 'near', '#', 'disaster', 'at', 'fly_sfo', '@', 'flysfo…', 'https', ':', '//www.instagram.com/p/bwtc6bklenm/']","['exclusive', 'annimation', 'reenacts']"
9638,"['great', 'shot', '.', 'love', 'flying', 'in', 'to', 'san', 'francisco']","['great', 'love']"
9639,"['look', 'what', 'showed', 'up', 'at', 'bur', 'today', '!', '@', 'united', 'flies', 'nonstop', 'from', '@', 'fly_bur', 'to', '@', 'denairport', '&', '@', 'flysfo', '.', '#', 'avgeekpic.twitter.com/zcuj2b9x3h']","['show', 'bur', 'nonstop']"
9640,"['curbside', 'terminal', '3', '(', 'both', 'ends', ')', 'and', 'the', 'travel', 'agency', 'inside', 'it', '.', 'we', '’', 're', 'working', 'on', 'a', 'long', 'term', 'solution', '.', '#', 'sfo']","['curbside', 'terminal', 'agency', 'term', 'solution']"
9641,"['that', ""'s"", 'great', '!', 'thanks', 'for', 'your', 'help', 'xx']","['great', 'thanks']"
9642,"['hey', '@', 'uspshelp']",['uspshelp']
9643,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9644,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9645,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
9646,"['#', 'sonoma', 'county', '#', 'airport', '@', 'fly_sts', 'flights', 'rise', '15', '%', 'in', 'june', 'to', 'new', 'record']",['sonoma']
9647,"['hey', '!', 'we', 'do', 'not', 'have', 'any', 'shuttles', 'however', 'we', 'do', 'have', 'a', 'nifty', 'public', 'transit', 'cheat', 'sheet', 'you', 'may', 'find', 'handy', '!', 'http', ':', '//www.pier2620hotel.com/pdf/publictrans.pdf', '…']","['shuttle', 'however', 'nifty', 'public', 'transit', 'cheat', 'sheet', 'may', 'find', 'handy']"
9648,"['a', 'major', 'step', 'in', 'protecting', '@', 'sanmateoco', 'residents', 'https', ':', '//www.smdailyjournal.com/news/local/san-mateo-county-sues-fuel-companies-for-sea-level-rise/article_e5a769ee-6b75-11e7-93f0-ff55ff49d4e6.html', '…', '@', 'katesearsmarin', '@', 'flysfo', '@', 'cityofssf', '@', 'kenibarra_sb', '@', 'valleywater']","['major', 'sanmateoco', 'resident', 'katesearsmarin', 'cityofssf', 'valleywater']"
9649,"['#', 'tuesdaytrivia-', 'what', 'was', 'the', 'original', 'name', 'of', 'the', 'sfo', 'museum']","['original', 'name']"
9650,"['a', 'taste', 'of', 'napa', 'before/', 'after', 'you', 'fly', '.', 'definitely', 'stopping', 'by', 'next', 'time', 'we', '@', 'flysfo', 'https', ':', '//twitter.com/gottsroadside/status/887359044767240192', '…']","['taste', 'stop', 'next', 'time']"
9651,"['we', ""'ll"", 'see', 'you', 'soon']",['see']
9652,"['have', 'a', 'safe', 'flight', '!']",[]
9653,"['now', 'back', 'to', 'glorious', 'nippon', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']","['back', 'glorious', 'nippon']"
9654,"['we', ""'ve"", 'officially', 'landed', 'at', '@', 'flysfo', '!', 'you', 'can', 'find', 'us', 'serving', 'our', 'delicious', 'burgers']","['find', 'u', 'serve', 'burger']"
9655,"['you', 'the', 'man', 'bow', '!']",['bow']
9656,"['that', ""'s"", 'a', 'great', 'pic', '!']",['great']
9657,"['i', 'have', 'arrived', '!', '!', '!', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['arrive']
9658,"['love', 'that', 'town', '!']",['love']
9659,"['is', 'this', 'coming', 'to', '@', 'flysfo', 'too', '?']",[]
