,text,text_final
7451,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7452,"['train', 'harder']","['train', 'harder']"
7453,"['we', 'took', 'third', 'in', 'that', 'in', '2015.', 'fyi']","['take', 'third']"
7454,"['no', 'worries']",[]
7455,"['cool', 'dude', '@', 'flysfo', 'just', 'shared', 'his', '@', 'seescandies', 'with', 'me', '.', 'thanks', 'cool', 'dude', '!']","['seescandies', 'thanks']"
7456,"['why', 'you', 'bustin', 'in', 'on', 'our', 'thread']",['bustin']
7457,"['samtrans', 'is', 'your', 'sfo', 'de-clusterfer', '.', 'go', 'straight', 'from', 'terminal', 'to', 'caltrain', '.', 'http', ':', '//www.samtrans.com/sfo']","['samtrans', 'straight', 'terminal', 'caltrain']"
7458,"['come', 'say', 'good', 'bye', 'to', '@', 'united', '747', 'at', 'family', 'day', 'event', '@', 'flysfo', 'on', 'oct', '8th', '.', '#', 'b747', '#', 'united', '#', 'sfopic.twitter.com/cag0u5b8vu']",['oct']
7459,"['do', 'luggage', 'carts', '@', 'flysfo', 'have', 'anti-theft', 'systems', 'or', 'can', 'i', 'ride', 'one', 'like', 'a', 'scooter', 'down', 'san', 'bruno', 'ave', 'to', 'avoid', '@', 'sfbart', 'to', '@', 'caltrain', 'clusterf', '?']","['luggage', 'cart', 'system', 'one', 'scooter', 'ave', 'sfbart', 'caltrain', 'clusterf']"
7460,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7461,"['#', 'sfo', 'is', 'looking', 'for', '7404', 'asphalts', '.', 'to', 'view', 'the', 'announcement', 'and', 'to', 'apply', 'visit', ':', 'https', ':', '//www.jobaps.com/sf/sup/bulpreview.asp', '?', 'r1=cbt', '&', 'r2=7404', '&', 'r3=078384', '…']","['asphalt', 'apply']"
7462,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7463,"['back', 'to', 'the', 'bay', '!', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['back']
7464,"['hey', '@', 'delta', 'and', '@', 'flysfo', 'why', 'is', 'it', 'that', 'there', 'seems', 'to', 'be', 'a', 'perpetual', 'problem', 'with', 'getting', 'gates', 'on', 'arrival', '?']","['seem', 'perpetual', 'gate', 'arrival']"
7465,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7466,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7467,"['finally', 'made', 'it', '.', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7468,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7469,"['anyone', 'know', 'if', '@', 'britishairways', 'are', 'on', 'strike', '?', 'been', 'waiting', '40', 'mins', 'for', 'check', 'in', '@', 'flysfo', 'to', 'open', 'and', 'no', 'one', 'has', 'appeared']","['anyone', 'britishairways', 'strike', 'wait', 'min', 'check', 'open', 'one', 'appear']"
7470,"['@', 'flysfo', 'here', ""'s"", 'your', 'runway', 'as', 'viewed', 'from', '@', 'airfrance', '#', 'af84', 'which', 'just', 'landingpic.twitter.com/epfvynjhpe']",[]
7471,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7472,"['there', 'is', 'a', 'secure', 'connector', 'between', 't2', 'and', 't1/boarding', 'area', 'c']","['secure', 'connector', 'c']"
7473,['next'],['next']
7474,"['what', 'you', 'need', 'is', 'more', 'gates', 'that', 'can', 'accommodate', 'the', 'traffic', '.', 'not', 'once', 'has', 'there', 'been', 'a', 'gate', 'open', 'when', 'i', 'land', 'in', 'sfo', '.']","['gate', 'accommodate', 'gate', 'open']"
7475,"['@', 'united', 'airlines', 'is', 'looking', 'for', 'ramp', 'agents', '.', 'no', 'exp', 'needed']",['exp']
7476,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7477,"['looks', 'great', '!', '#', 'sfohttps', ':', '//twitter.com/dothedaniel/status/901142266353463296', '…']",['great']
7478,"['only', '@', 'flysfo', 'can', 'cancel', 'flights', 'on', 'a', 'fogfree', 'day', 'because', 'of', '``', 'airtraffic', 'control', ""''"", 'issues', '.', 'get', 'your', 'act', 'together', '@', 'flysfo', '#', 'pathetic']","['fogfree', 'airtraffic', 'control', 'together', 'pathetic']"
7479,"['headin', 'home', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7480,"['thanks', '@', 'flysfo', 'for', 'the', 'unacceptable', 'delay', '...', '#', 'notarealthankyou', '#', 'travel', '#', 'missedconnectionagain', '(', 'at', '@', 'flysfo', ')', 'https', ':', '//www.swarmapp.com/c/cel0setgtdw']","['thanks', 'delay', 'notarealthankyou', 'missedconnectionagain']"
7481,"['and', 'this', 'is', 'where', 'i', ""'ll"", 'be', 'bringing', '@', 'fashionights', 'when', 'we', 'come', 'back', 'to', '@', 'flysfo', '-', '#', 'tomokazu', 'for', 'the', 'win', 'pic.twitter.com/gaj83szw1h', '–', 'bei', 'san', 'francisco', 'international', 'airport', '(', 'sfo', ')']","['fashionights', 'back', 'tomokazu']"
7482,"['delayed', '3', 'times', 'with', '2', 'gate', 'changes', '.', 'someone', 'could', 'make', 'a', 'lot', 'of', 'money', 'disrupting', '@', 'united', ""'s"", 'industry', '.', '#', 'disruptunited', '#', 'neverontime', '@', 'flysfo']","['delay', 'time', 'gate', 'someone', 'could', 'money', 'disrupt', 'industry', 'disruptunited', 'neverontime']"
7483,"['thanks', 'for', 'visiting', 'with', 'us', '!', '!', '!']","['thanks', 'u']"
7484,"['there', ""'s"", 'a', 'reason', 'why', '@', 'napafarmsmarket', 'is', 'always', 'so', 'busy', 'at', '@', 'flysfo', 'pic.twitter.com/il7swid3qn']","['always', 'busy']"
7485,"['@', 'flysfo', 'hi', 'sfo', '.', 'i', 'need', 'to', 'connect', 'vx', 'to', 'dl']","['connect', 'vx', 'dl']"
7486,"['@', 'flysfo', 'would', 'have', 'to', 'be', 'the', 'sponsor', 'since', 'it', 'rules', 'when', 'it', 'comes', 'to', 'airport', 'art', ':', ')', '@', 'sfomuseum']","['would', 'sponsor', 'since', 'art', 'sfomuseum']"
7487,"['before', 'i', 'board', 'a', 'flight', 'home']",[]
7488,"['i', 'love', 'that', '@', 'flysfo', 'has', 'a', 'yoga', 'room', '!', 'pic.twitter.com/pu1dpudpvy']","['love', 'yoga', 'room']"
7489,"['flying', 'home', 'today', '.', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7490,"['good', 'morning']",[]
7491,"['@', 'flysfo', '@', 'koreanair_ke', 'blues', 'skies', 'in', 'a', 'blue', 'plane', 'majestic', 'ke', 'in', 'all', 'glory', 'at', 'sfopic.twitter.com/iujccgiaoa']","['majestic', 'ke', 'glory']"
7492,"['rt', '@', 'oc_jaguars', ':', 'shades', 'of', 'blue', ':', 'korean', '747', '&', 'klm', '787', 'at', '@', 'flysfo', '.', '#', 'avgeek', 'pic.twitter.com/ybihrkapn9', 'great', 'shot', '!']","['shade', 'korean', 'great']"
7493,"['my', 'favorite', '@', 'sfomuseum', 'display', 'is', '__________.pic.twitter.com/tckb5fon7h']","['favorite', 'sfomuseum', 'display']"
7494,"['reminder', ':', 'do', ""n't"", 'fly', 'through', '@', 'flysfo']",['reminder']
7495,"['shades', 'of', 'blue', ':', 'korean', '747', '&', 'klm', '787', 'at', '@', 'flysfo', '.', '#', 'avgeekpic.twitter.com/uzgqqxkq8u']","['shade', 'korean']"
7496,"['minor', 'delays', '@', 'flysfo', 'early', 'morning', 'clearing', 'up', '.', 'no', 'major', 'delays', 'reported', '.', 'see', 'http', ':', '//www.airlineadviser.com', 'airport', 'and', 'facilities', 'page']","['delay', 'major', 'delay', 'see', 'facility']"
7497,"['@', 'flysfo', 'has', 'become', 'my', 'second', 'home', 'lately', '...', 'good', 'thing', 'they', 'do', ""n't"", 'charge', 'rent', 'for', 'regular', 'visitors']","['become', 'lately', 'charge', 'rent', 'regular', 'visitor']"
7498,"['yoga', 'at', 'the', 'gate', 'of', 'the', 'san', 'fran', 'airport', '.', 'thank', 'you', '@', 'southwestair', '!', '@', 'flysfo']","['yoga', 'gate', 'thank']"
7499,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7500,"['one', 'of', 'the', 'perks', 'of', 'working', '@', 'flysfo', 'is', 'the', 'incredible', 'art', 'of', 'the', '@', 'sfomuseum']","['one', 'incredible', 'art', 'sfomuseum']"
7501,"['on', 'my', 'way', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7502,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7503,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7504,"['#', 'travelalert', ':', 'only', 'one', 'flight', 'delayed', 'on', 'the', 'boards', 'at', '@', 'bradley_airport', 'this', 'morning', '...', 'it', ""'s"", 'the', '7:12am', 'from', '@', 'flysfo', '.', '#', 'wfsbtraffic', '#', 'cttrafficpic.twitter.com/fyfcpl3cie']","['one', 'delay']"
7505,"['only', 'another', 'month', 'or', 'so', 'left', 'for', 'that', '747', 'wish', 'they', 'would', 'do', 'farewell', 'sfo', 'to', 'sfo', 'leisure', 'flights', 'to', 'say', 'bye', '.']","['another', 'left', 'would', 'leisure']"
7506,"['•', 'away', '•', '@', 'rkkhwkns', '&', 'i', 'found', 'this', 'guy', 'wandering', 'around', '@', 'flysfo', '.', 'got', 'him', 'some', 'emergency', '@', 'innout', '&', '@', 'thebuenavistasf…', 'http', ':', '//ift.tt/2wcyjhs', 'pic.twitter.com/grrvekzvws']","['rkkhwkns', 'find', 'wander', 'around', 'innout']"
7507,"['halfway', 'home', '!', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['halfway']
7508,"['@', 'flysfo', 'what', 'the', 'hell', '?', 'alaska', '#', '308', 'stuck', 'on', 'runway', '``', 'until', 'further', 'notice', ""''"", '?', '!', '?', 'this', 'flight', 'landed', 'on', 'time', '.', '#', 'noexcuses']","['time', 'noexcuses']"
7509,"['it', 'truly', 'is', 'impossible', 'to', 'fly', 'between', '@', 'flylaxairport', 'and', '@', 'flysfo', 'on', '@', 'united', 'on', 'time', '.', 'truly', 'the', 'worst', 'route', 'in', 'the', 'system', '.']","['truly', 'impossible', 'time', 'truly', 'bad', 'system']"
7510,"['#', 'southbest', 'is', 'my', 'favorite', 'airline', 'ever', '.', 'too', 'bad', 'they', 'do', ""n't"", 'fly', 'to', 'hawaii']","['southbest', 'favorite', 'ever', 'bad']"
7511,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7512,"['yo', '@', 'virginamerica', 'flight', 'vx47', 'is', 'delayed', 'for', 'the', '2nd', 'time', 'from', '@', 'flysfo', '.', 'any', 'update', 'when', 'we', ""'re"", 'taking', 'off', '?', 'i', 'have', 'a', 'rent', 'a', 'car', 'to', 'catch']","['delay', 'time', 'take', 'rent']"
7513,"['you', ""'re"", 'not', 'living', 'up', 'to', 'your', 'brand', 'promise', '#', 'southwestairlines', '.', 'not', 'a', 'gate', 'agent', 'in', 'sight', '@', 'flysfo', '...', '#', 'angrycustomers']","['brand', 'promise', 'southwestairlines', 'gate', 'angrycustomers']"
7514,"['they', 'did', 'this', 'to', 'me', 'in', 'mexico']",[]
7515,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7516,"['near', 'miss', 'rewrites', '#', 'airtraffic', 'rules', 'at', '@', 'flysfo', '.', 'http', ':', '//bit.ly/2w3rnal', '#', 'airports', '#', 'travelpic.twitter.com/qukivzmoqx']","['rewrite', 'airtraffic']"
7517,"['@', 'flysfo', 'after', '@', 'aircanada', 'cancelled', 'flight', 'out', 'of', '@', 'flysjc', '.', 'there', 'goes', 'my', 'meeting', 'tonight', '...', 'thank', 'you', '@', 'united', 'for', 'picking', 'up', 'the', 'slack']","['thank', 'slack']"
7518,"['hope', 'your', 'the', 'one', 'that', 'gets', 'punched']","['one', 'punch']"
7519,"['#', 'nz17', 'net', 'zero', 'at', 'sfo', 'with', 'kirsten', 'ritchie', 'of', '@', 'gensleronwork']","['net', 'kirsten', 'ritchie', 'gensleronwork']"
7520,"['always', 'a', 'pleasure', 'to', 'listen', 'and', 'learn', 'from', 'kirsten', 'ritchie', '@', 'gensleronwork', 'and', 'the', '@', 'flysfo', '#', 'netzero', 'team', 'at', '#', 'nz17pic.twitter.com/1vri6x4q5w']","['always', 'kirsten', 'ritchie', 'gensleronwork', 'netzero']"
7521,"['this', 'is', 'absurd', '@', 'flysfo', '@', 'united', '.', 'flights', 'r', 'delayed', 'too', 'often', 'to', 'not', 'be', 'at', 'least', 'part', 'due', 'to', 'poor', 'planning', '.', 'over', 'an', 'hour', 'on', 'the', 'tarmac', '.', '#', 'fail']","['r', 'delay', 'often', 'least', 'part', 'due', 'planning', 'hour']"
7522,"['home', 'bound', 'and', 'ready', 'for', 'my', 'bed', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7523,"['was', 'glad', 'to', 'see', 'compost', 'bins', 'at', '@', 'flysfo', '!', 'we', 'need', 'to', 'encourage', 'other', 'airports', '&', 'more', 'to…', 'https', ':', '//www.instagram.com/p/bymuqklbxqc/']","['see', 'bin', 'encourage']"
7524,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7525,['typicallllllllllllll'],['typicallllllllllllll']
7526,"['but', '@', 'flysfo', 'said', 'pic.twitter.com/yr5pqkwiln']",[]
7527,"['i', ""'m"", 'back', '!', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['back']
7528,"['peace', 'out', '@', 'yvrairport', '.', 'i', 'am', 'coming', 'for', 'you', '@', 'flysfo', 'and', '@', 'sonoma', '!', 'it', 'is', '#', 'wine', 'time', '!', '#', 'californiagirl', '#', 'bayareapic.twitter.com/zxujawpdg5', '–', 'bei', 'vancouver', 'international', 'airport', '(', 'yvr', ')']","['peace', 'sonoma', 'wine', 'time', 'californiagirl', 'yvr']"
7529,"['back', 'to', 'austin', '.', 'it', 'was', 'fun']",['back']
7530,"['la', 'bound', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7531,"['#', 'tbt-', 'shirley', 'temple', 'black', 'inaugurating', 'first', 'boeing', '747', 'jet', 'departure', 'at', 'sfo', '(', '1970', ')', 'pic.twitter.com/tm9qwz27pj']","['shirley', 'temple', 'inaugurating', 'first', 'departure']"
7532,"['traveling', 'around', 'the', 'world', 'is', 'great']","['around', 'great']"
7533,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7534,"['the', 'northern', 'lights', 'seen', 'this', 'morning', 'by', '@', 'irishspaceblog', 'who', 'was', 'on', 'a', 'flight', 'from', '@', 'flysfo', 'to', '@', 'dublinairportpic.twitter.com/l8bkal6wzo']","['see', 'irishspaceblog']"
7535,"['i', ""'m"", 'at', 'international', 'terminal', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['terminal']
7536,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7537,"['#', 'flysfo', 'we', ""'re"", 'awesome', 'https', ':', '//lnkd.in/gtnfbx7']",[]
7538,"['we', 'may', 'be', 'there', 'at', 'some', 'point', '!']",['may']
7539,"['i', ""'m"", 'at', 'international', 'terminal', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['terminal']
7540,"['flying', 'to', 'minnesota', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['minnesota']
7541,"['due', 'to', 'weather', '/', 'low', 'ceilings']",['due']
7542,"['#', 'sfo', 'ground', 'delays', '.', 'we', 'have', 'been', 'stuck', 'on', 'the', 'ground', 'at', '@', 'seatacairport', 'since', '8:35am', '.', 'what', 'is', 'going', 'on', '@', 'flysfo', '?']","['delay', 'since']"
7543,"['nice', '!', '#', 'sfo']",['nice']
7544,"['look', 'what', 'we', 'found', 'at', '@', 'flysfo', 'this', 'morning', '!', 'love', 'seeing', 'the', '@', 'warriors', 'championship', 'trophy', 'before', 'we', 'take', 'off', 'to', 'watch', '@', 'indycarpic.twitter.com/byeersjiji']","['find', 'love', 'see', 'championship', 'trophy', 'take']"
7545,"['you', 'will', 'need', 'to', 'exit', 'security', 'and', 're-enter', 'security', 'to', 'access', 't3', 'from', 't1', '.', '#', 'sfo']","['security', 'security', 'access']"
7546,"['glad', 'it', 'worked', 'out', '!', 'have', 'a', 'great', 'day', '.', '#', 'sfo']",['great']
7547,"['sfo', '--', '>', 'aus', '.', 'there', 'are', '17', 'of', 'us', '.', '17', '.', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']","['au', 'u']"
7548,"['united', 'dreamliner', '+', 'united', 'hangar', '!', '#', 'avgeek', '#', 'united', '#', 'boeing787', '#', 'aviation', '#', 'planespotting', '#', 'flying', '#', 'pilot', '#', 'flysfo', 'pic.twitter.com/v0dyryl35z']",['hangar']
7549,"['first', 'major', 'international', 'trip']","['first', 'major']"
7550,"['#', 'sfo', 'arrival', 'delays', 'averaging', '1', 'hour', '6', 'minutes', 'now', '.', '@', 'flysfo', 'pic.twitter.com/ghwkr4di0e']","['arrival', 'delay', 'hour', 'minute']"
7551,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7552,"['@', 'flysfo', 'grounded', 'my', 'morning', 'flight', 'from', 'seattle', 'and', 'now', 'have', 'to', 'commute', 'into', 'the', 'office', 'from', 'oakland', '.']",[]
7553,"['thank', 'you', '@', 'united', 'lost', '&', 'found', '@', 'flysfo', 'for', 'reaching', 'out', 'to', 'me', 'about', 'an', 'item', 'left', 'on', 'the', 'plane', 'i', 'did', ""n't"", 'even', 'know', 'about', '!', 'great', 'service', '!']","['thank', 'lost', 'find', 'reach', 'item', 'leave', 'even', 'great', 'service']"
7554,"['a', 'few', 'delays']",['delay']
7555,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7556,"['the', 'only', 'things', 'that', 'rival', 'landing', 'in', '#', 'nyc', 'are', 'landing', '@', 'flysfo', 'or', 'wherever', '@', 'jgrayusa23', 'is', '...', '#', 'upintheair', '#', '8hoursinnycpic.twitter.com/60yb5lucxq', '–', 'bei', 'laguardia', 'airport', '(', 'lga', ')']","['rival', 'wherever', 'upintheair', 'laguardia', 'lga']"
7557,"['terminal', '2', 'is', 'excellent', '.', 'food', 'is', 'great', '.']","['terminal', 'excellent', 'food', 'great']"
7558,"['back', 'to', 'the', 'land', 'of', 'pants', 'and', 'hoodies', '.', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']","['back', 'hoodies']"
7559,"['terminal', '2', '(', 'virgin', 'and', 'american', ')', 'is', 'as', 'well', '!', '!', '!', 'they', 'are', 'renovating', 'term', '1', 'so', 'they', 'will', 'all', 'be', 'good', 'options', 'soon', 'http', ':', '//www.flysfo.com/about-sfo/airport-development/t1', '…']","['terminal', 'well', 'renovate', 'term', 'option']"
7560,"['but', 'then', 'you', ""'d"", 'have', 'to', 'fly', 'united', '...']",[]
7561,"['ahhh', '-', 'there', 'is', 'virtue', 'living', 'in', 'asia']","['ahhh', 'virtue']"
7562,"['united', 'should', 'pay', 'for', 'bart', 'improvements', '?', 'also']","['pay', 'bart', 'improvement', 'also']"
7563,"['why', 'do', 'we', 'need', 'this', 'lavish', '@', 'flysfo', 'environ', 'when', 'our', 'underground', 'transit', '@', 'sfbart', 'is', 'for', 'shit', '-', 'public', '(', 'demographic', ')', 'spending', 'gone', 'awry']","['lavish', 'environ', 'underground', 'transit', 'sfbart', 'public', 'demographic', 'spending', 'awry']"
7564,"['one', 'last', 'goodbye', 'to', 'my', 'lola/grandma', '.', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']","['one', 'last']"
7565,"['yes', 'but', 'that', 'means', 'you', 'are', 'stuck', 'flying', 'united']",[]
7566,"['at', '@', 'delta', '@', 'flysfo', 'right', 'now', 'haha', '.', 'totally', 'feel', 'you']",['feel']
7567,"['yep', '.', 'all', 'the', 'new', 'restaurants', 'are', 'great', '.', 'also']","['restaurant', 'great', 'also']"
7568,"['enroute', '@', 'dfwairport', '-', '@', 'flysfo', 'last', 'week', '.', '@', 'airbusintheus', 'fmgc', 'computers', 'providing', 'flight', 'progress', '#', 'aateam', '#', 'technology', '#', 'pilotlife', '#', 'flyingpic.twitter.com/hmwjsudaqv']","['enroute', 'last', 'fmgc', 'computer', 'progress', 'aateam', 'pilotlife']"
7569,"['true', 'for', 'the', 'new', 'part']",['part']
7570,"['believe', 'it', 'or', 'not', 'the', 'united', 'terminal', 'is', 'actually', 'the', 'best', 'one', 'of', 'all']","['terminal', 'best', 'one']"
7571,"['dreamy', 'sunset', 'approach', 'to', '@', 'flysfo', 'today', 'aboard', '@', 'united', 'ua340']",['dreamy']
7572,"['can', 'i', 'get', 'off', 'the', 'plane', 'now', 'please', '?', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['please']
7573,"['picking', 'up', 'dr.', 'em', 'and', 'ada', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['ada']
7574,"['my', 'other', 'happy', 'place', '.', 'this', 'means', 'i', ""'m"", '18', 'mins', 'away', 'from', 'home', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', ')', 'https', ':', '//www.swarmapp.com/c/b3l1n9uefe3']",['min']
7575,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7576,"['.', '@', 'alaskaair']",[]
7577,['also'],['also']
7578,"['never', 'have', 'i', 'heard', 'of', 'so', 'many', 'gate', 'changes', 'in', 'terminal', '2', 'at', '@', 'flysfo', 'in', 'one', 'afternoon/early', 'evening', '#', 'fb']","['never', 'many', 'gate', 'terminal', 'one', 'even', 'fb']"
7579,"['sitting', 'on', 'the', 'tarmac', 'at', '@', 'flysfo', 'for', 'the', 'past', '1hr+']",[]
7580,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7581,"['did', 'you', 'change', 'your', 'name', 'with', 'tsa', '?', 'it', 'takes', 'at', 'least', '3', 'months', 'to', 'do', 'so', '.', 'those', 'documents', 'you', 'had', 'could', 'be', 'fakes']","['name', 'tsa', 'take', 'least', 'document', 'could']"
7582,"['@', 'tsa', 'global', 'entry', 'card']",['tsa']
7583,"['@', 'asktsa', 'what', 'is', 'your', 'policy', 'on', 'bringing', 'jell-o', 'shots', 'through', 'security', 'at', '@', 'flysfo', '?']","['asktsa', 'security']"
7584,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7585,"['try', 'samtrans', '.', 'http', ':', '//www.samtrans.com/sfo', 'multiple', 'routes', 'to', '@', 'flysfo', 'from', '#', 'caltrain', '.']","['samtrans', 'caltrain']"
7586,"['it', ""'s"", 'been', 'quite', 'a', 'great', 'traveling', 'day', 'thus', 'far', '#', 'touchwood']","['great', 'traveling', 'thus', 'touchwood']"
7587,"['the', 'yoga', 'room', 'at', '@', 'flysfo', 'is', 'so', 'clutch', '.', 'i', 'ca', ""n't"", 'believe', 'i', 'just', 'did', '30', 'mins', 'of', '@', 'niketraining', 'yoga', 'during', 'my', 'layover', '.', '#', 'airportfinds']","['yoga', 'room', 'clutch', 'min', 'niketraining', 'yoga', 'layover', 'airportfinds']"
7588,"['smart', 'windows', 'are', 'coming', 'to', 'san', 'francisco', ""'s"", 'airport', ':', 'http', ':', '//for.tn/2v3sh0t', '–', 'big', 'things', 'are', 'in', 'the', 'works', 'for', 'our', 'friends', '@', 'flysfo', '!', '#', 'tech']",['smart']
7589,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7590,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7591,"['back', 'in', 'sf', '!', '!', '(', '@', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",['back']
7592,"['#', 'sfotrivia-', 'what', 'year', 'did', '@', 'lufthansa', 'begin', 'service', 'at', 'sfo', '?', 'pic.twitter.com/95jljm0mbg']",['service']
7593,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7594,"['low', 'cloud', '@', 'flysfo', 'may', 'cause', 'flight', 'delays', 'up', 'to', '90', 'minutes', 'this', 'morning', '.', 'passengers', 'are', 'advised', 'to…', 'http', ':', '//dlvr.it/ph4czs', 'via', '@', 's118869']","['may', 'delay', 'minute', 'passenger', 'via']"
7595,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7596,"['i', ""'m"", 'at', 'san', 'francisco', 'international', 'airport', '-', '@', 'flysfo', 'in', 'san', 'francisco']",[]
7597,"['low', 'cloud', '@', 'flysfo', 'may', 'cause', 'flight', 'delays', 'up', 'to', '90', 'minutes', 'this', 'morning', '.', 'passengers', 'are', 'advised', 'to', 'check', 'with', 'their', 'airline', '.']","['may', 'delay', 'minute', 'passenger', 'check']"
7598,"['early', 'morning', 'weather', 'causing', 'a', 'few', 'delays', '@', 'flysfo', '.', 'no', 'major', 'delays', 'reported', 'https', ':', '//airlineadviser.com/airports___facilities.html', '…']","['delay', 'major', 'delay']"
7599,"['@', 'cbssf', 'delays', '1', 'hour', 'and', '10', 'minutes', '@', 'flysfo', 'due', 'to', '@', 'karlthefog', 'limiting', 'visibility', '.', 'http', ':', '//cbssf.com/weather', 'pic.twitter.com/ucg22arkno']","['delay', 'hour', 'minute', 'due']"
7600,"['flight', 'arrival', 'delays', 'averaging', '1', 'hour', '10', 'minutes', 'at', '@', 'flysfo', 'now', '.', '#', 'sfopic.twitter.com/wl0yfiqr6o']","['arrival', 'delay', 'hour', 'minute']"
7601,"['fly', 'another', 'airline', '#', 'bam']","['another', 'bam']"
7602,"['ummm', '.', 'i', 'invited', 'you', 'to', 'civilized', 'food', '...']","['ummm', 'civilize', 'food']"
