,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29
polarity,0.07482238010657194,0.043478260869565216,0.10540540540540541,0.14516129032258066,0.027450980392156862,0.8361344537815126,0.1939655172413793,0.6070287539936102,0.23198594024604569,0.08695652173913043,0.16216216216216217,0.08370044052863436,0.06756756756756757,0.678391959798995,0.5921052631578947,0.05172413793103448,0.024,0.13023255813953488,0.18248175182481752,0.08962264150943396,0.093841642228739,0.16699801192842942,-0.2908366533864542,0.10699588477366255,0.08132530120481928,0.18309859154929578,0.09236234458259325,0.23547094188376755,0.2195318805488297
